,Unnamed: 0,Store,DayOfWeek,Sales,Open,Promo,SchoolHoliday,CompetitionDistance,0 holiday,a holiday,b holiday,c holiday,Year,Month,Day,WeekOfYear,CompetitionOpenTime,Promo2Open,IsPromo2Month,a ass,b ass,c ass,type a,type c,type d
455250,455250,1,1,5637,1,1,0,1270.0,1,0,0,0,2014,5,19,21,68.0,0.0,0,1,0,0,0,1,0
456365,456365,1,7,0,0,0,0,1270.0,1,0,0,0,2014,5,18,20,68.0,0.0,0,1,0,0,0,1,0
457480,457480,1,6,3785,1,0,0,1270.0,1,0,0,0,2014,5,17,20,68.0,0.0,0,1,0,0,0,1,0
458595,458595,1,5,3863,1,0,0,1270.0,1,0,0,0,2014,5,16,20,68.0,0.0,0,1,0,0,0,1,0
459710,459710,1,4,3589,1,0,0,1270.0,1,0,0,0,2014,5,15,20,68.0,0.0,0,1,0,0,0,1,0
460825,460825,1,3,3710,1,0,0,1270.0,1,0,0,0,2014,5,14,20,68.0,0.0,0,1,0,0,0,1,0
461940,461940,1,2,3535,1,0,0,1270.0,1,0,0,0,2014,5,13,20,68.0,0.0,0,1,0,0,0,1,0
463055,463055,1,1,3957,1,0,0,1270.0,1,0,0,0,2014,5,12,20,68.0,0.0,0,1,0,0,0,1,0
464170,464170,1,7,0,0,0,0,1270.0,1,0,0,0,2014,5,11,19,68.0,0.0,0,1,0,0,0,1,0
465285,465285,1,6,5996,1,0,0,1270.0,1,0,0,0,2014,5,10,19,68.0,0.0,0,1,0,0,0,1,0
466400,466400,1,5,5237,1,1,0,1270.0,1,0,0,0,2014,5,9,19,68.0,0.0,0,1,0,0,0,1,0
467515,467515,1,4,5222,1,1,0,1270.0,1,0,0,0,2014,5,8,19,68.0,0.0,0,1,0,0,0,1,0
468630,468630,1,3,5075,1,1,0,1270.0,1,0,0,0,2014,5,7,19,68.0,0.0,0,1,0,0,0,1,0
469745,469745,1,2,5055,1,1,0,1270.0,1,0,0,0,2014,5,6,19,68.0,0.0,0,1,0,0,0,1,0
470860,470860,1,1,5325,1,1,0,1270.0,1,0,0,0,2014,5,5,19,68.0,0.0,0,1,0,0,0,1,0
471975,471975,1,7,0,0,0,0,1270.0,1,0,0,0,2014,5,4,18,68.0,0.0,0,1,0,0,0,1,0
473090,473090,1,6,5498,1,0,0,1270.0,1,0,0,0,2014,5,3,18,68.0,0.0,0,1,0,0,0,1,0
474205,474205,1,5,6790,1,1,0,1270.0,1,0,0,0,2014,5,2,18,68.0,0.0,0,1,0,0,0,1,0
475320,475320,1,4,0,0,1,0,1270.0,0,1,0,0,2014,5,1,18,68.0,0.0,0,1,0,0,0,1,0
476435,476435,1,3,5870,1,1,0,1270.0,1,0,0,0,2014,4,30,18,67.0,0.0,0,1,0,0,0,1,0
477550,477550,1,2,5923,1,1,0,1270.0,1,0,0,0,2014,4,29,18,67.0,0.0,0,1,0,0,0,1,0
478665,478665,1,1,5488,1,1,0,1270.0,1,0,0,0,2014,4,28,18,67.0,0.0,0,1,0,0,0,1,0
479780,479780,1,7,0,0,0,0,1270.0,1,0,0,0,2014,4,27,17,67.0,0.0,0,1,0,0,0,1,0
480895,480895,1,6,3989,1,0,0,1270.0,1,0,0,0,2014,4,26,17,67.0,0.0,0,1,0,0,0,1,0
482010,482010,1,5,3710,1,0,1,1270.0,1,0,0,0,2014,4,25,17,67.0,0.0,0,1,0,0,0,1,0
483125,483125,1,4,3376,1,0,1,1270.0,1,0,0,0,2014,4,24,17,67.0,0.0,0,1,0,0,0,1,0
484240,484240,1,3,3482,1,0,1,1270.0,1,0,0,0,2014,4,23,17,67.0,0.0,0,1,0,0,0,1,0
485355,485355,1,2,4133,1,0,1,1270.0,1,0,0,0,2014,4,22,17,67.0,0.0,0,1,0,0,0,1,0
486470,486470,1,1,0,0,0,1,1270.0,0,0,1,0,2014,4,21,17,67.0,0.0,0,1,0,0,0,1,0
487585,487585,1,7,0,0,0,1,1270.0,1,0,0,0,2014,4,20,16,67.0,0.0,0,1,0,0,0,1,0
488700,488700,1,6,5871,1,0,1,1270.0,1,0,0,0,2014,4,19,16,67.0,0.0,0,1,0,0,0,1,0
489815,489815,1,5,0,0,1,1,1270.0,0,0,1,0,2014,4,18,16,67.0,0.0,0,1,0,0,0,1,0
490930,490930,1,4,6160,1,1,1,1270.0,1,0,0,0,2014,4,17,16,67.0,0.0,0,1,0,0,0,1,0
492045,492045,1,3,6381,1,1,1,1270.0,0,0,0,0,2014,4,16,16,67.0,0.0,0,1,0,0,0,1,0
493160,493160,1,2,6196,1,1,1,1270.0,0,0,0,0,2014,4,15,16,67.0,0.0,0,1,0,0,0,1,0
494275,494275,1,1,6803,1,1,1,1270.0,0,0,0,0,2014,4,14,16,67.0,0.0,0,1,0,0,0,1,0
495390,495390,1,7,0,0,0,0,1270.0,0,0,0,0,2014,4,13,15,67.0,0.0,0,1,0,0,0,1,0
496505,496505,1,6,4435,1,0,0,1270.0,0,0,0,0,2014,4,12,15,67.0,0.0,0,1,0,0,0,1,0
497620,497620,1,5,3733,1,0,0,1270.0,0,0,0,0,2014,4,11,15,67.0,0.0,0,1,0,0,0,1,0
498735,498735,1,4,3948,1,0,0,1270.0,0,0,0,0,2014,4,10,15,67.0,0.0,0,1,0,0,0,1,0
499850,499850,1,3,3919,1,0,0,1270.0,0,0,0,0,2014,4,9,15,67.0,0.0,0,1,0,0,0,1,0
500965,500965,1,2,3990,1,0,0,1270.0,0,0,0,0,2014,4,8,15,67.0,0.0,0,1,0,0,0,1,0
502080,502080,1,1,3751,1,0,0,1270.0,0,0,0,0,2014,4,7,15,67.0,0.0,0,1,0,0,0,1,0
503195,503195,1,7,0,0,0,0,1270.0,0,0,0,0,2014,4,6,14,67.0,0.0,0,1,0,0,0,1,0
504310,504310,1,6,4599,1,0,0,1270.0,0,0,0,0,2014,4,5,14,67.0,0.0,0,1,0,0,0,1,0
505425,505425,1,5,4738,1,1,0,1270.0,0,0,0,0,2014,4,4,14,67.0,0.0,0,1,0,0,0,1,0
506540,506540,1,4,4556,1,1,0,1270.0,0,0,0,0,2014,4,3,14,67.0,0.0,0,1,0,0,0,1,0
507655,507655,1,3,4834,1,1,0,1270.0,0,0,0,0,2014,4,2,14,67.0,0.0,0,1,0,0,0,1,0
