,Unnamed: 0,Store,DayOfWeek,Sales,Open,Promo,SchoolHoliday,CompetitionDistance,0 holiday,a holiday,b holiday,c holiday,Year,Month,Day,WeekOfYear,CompetitionOpenTime,Promo2Open,IsPromo2Month,a ass,b ass,c ass,type a,type c,type d
435182,435182,3,5,8015,1,1,0,14130.0,1,0,0,0,2014,6,6,23,90.0,38.1,0,1,0,0,1,0,0
436297,436297,3,4,8018,1,1,0,14130.0,1,0,0,0,2014,6,5,23,90.0,38.1,0,1,0,0,1,0,0
437412,437412,3,3,7768,1,1,0,14130.0,1,0,0,0,2014,6,4,23,90.0,38.1,0,1,0,0,1,0,0
438527,438527,3,2,9614,1,1,0,14130.0,1,0,0,0,2014,6,3,23,90.0,38.1,0,1,0,0,1,0,0
439642,439642,3,1,10912,1,1,0,14130.0,1,0,0,0,2014,6,2,23,90.0,38.1,0,1,0,0,1,0,0
440757,440757,3,7,0,0,0,0,14130.0,1,0,0,0,2014,6,1,22,90.0,37.86666666666667,0,1,0,0,1,0,0
441872,441872,3,6,4725,1,0,0,14130.0,1,0,0,0,2014,5,31,22,89.0,37.86666666666667,0,1,0,0,1,0,0
442987,442987,3,5,8510,1,0,0,14130.0,1,0,0,0,2014,5,30,22,89.0,37.86666666666667,0,1,0,0,1,0,0
444102,444102,3,4,0,0,0,0,14130.0,0,1,0,0,2014,5,29,22,89.0,37.86666666666667,0,1,0,0,1,0,0
445217,445217,3,3,4925,1,0,0,14130.0,1,0,0,0,2014,5,28,22,89.0,37.86666666666667,0,1,0,0,1,0,0
446332,446332,3,2,4651,1,0,0,14130.0,1,0,0,0,2014,5,27,22,89.0,37.86666666666667,0,1,0,0,1,0,0
447447,447447,3,1,5458,1,0,0,14130.0,1,0,0,0,2014,5,26,22,89.0,37.86666666666667,0,1,0,0,1,0,0
448562,448562,3,7,0,0,0,0,14130.0,1,0,0,0,2014,5,25,21,89.0,37.63333333333333,0,1,0,0,1,0,0
449677,449677,3,6,4236,1,0,0,14130.0,1,0,0,0,2014,5,24,21,89.0,37.63333333333333,0,1,0,0,1,0,0
450792,450792,3,5,6619,1,1,0,14130.0,1,0,0,0,2014,5,23,21,89.0,37.63333333333333,0,1,0,0,1,0,0
451907,451907,3,4,6899,1,1,0,14130.0,1,0,0,0,2014,5,22,21,89.0,37.63333333333333,0,1,0,0,1,0,0
453022,453022,3,3,7139,1,1,0,14130.0,1,0,0,0,2014,5,21,21,89.0,37.63333333333333,0,1,0,0,1,0,0
454137,454137,3,2,7828,1,1,0,14130.0,1,0,0,0,2014,5,20,21,89.0,37.63333333333333,0,1,0,0,1,0,0
455252,455252,3,1,9011,1,1,0,14130.0,1,0,0,0,2014,5,19,21,89.0,37.63333333333333,0,1,0,0,1,0,0
456367,456367,3,7,0,0,0,0,14130.0,1,0,0,0,2014,5,18,20,89.0,37.4,0,1,0,0,1,0,0
457482,457482,3,6,3485,1,0,0,14130.0,1,0,0,0,2014,5,17,20,89.0,37.4,0,1,0,0,1,0,0
458597,458597,3,5,5744,1,0,0,14130.0,1,0,0,0,2014,5,16,20,89.0,37.4,0,1,0,0,1,0,0
459712,459712,3,4,5190,1,0,0,14130.0,1,0,0,0,2014,5,15,20,89.0,37.4,0,1,0,0,1,0,0
460827,460827,3,3,5142,1,0,0,14130.0,1,0,0,0,2014,5,14,20,89.0,37.4,0,1,0,0,1,0,0
461942,461942,3,2,6174,1,0,0,14130.0,1,0,0,0,2014,5,13,20,89.0,37.4,0,1,0,0,1,0,0
463057,463057,3,1,4367,1,0,0,14130.0,1,0,0,0,2014,5,12,20,89.0,37.4,0,1,0,0,1,0,0
464172,464172,3,7,0,0,0,0,14130.0,1,0,0,0,2014,5,11,19,89.0,37.16666666666666,0,1,0,0,1,0,0
465287,465287,3,6,5868,1,0,0,14130.0,1,0,0,0,2014,5,10,19,89.0,37.16666666666666,0,1,0,0,1,0,0
466402,466402,3,5,7499,1,1,0,14130.0,1,0,0,0,2014,5,9,19,89.0,37.16666666666666,0,1,0,0,1,0,0
467517,467517,3,4,7396,1,1,0,14130.0,1,0,0,0,2014,5,8,19,89.0,37.16666666666666,0,1,0,0,1,0,0
468632,468632,3,3,8435,1,1,0,14130.0,1,0,0,0,2014,5,7,19,89.0,37.16666666666666,0,1,0,0,1,0,0
469747,469747,3,2,8925,1,1,0,14130.0,1,0,0,0,2014,5,6,19,89.0,37.16666666666666,0,1,0,0,1,0,0
470862,470862,3,1,9327,1,1,0,14130.0,1,0,0,0,2014,5,5,19,89.0,37.16666666666666,0,1,0,0,1,0,0
471977,471977,3,7,0,0,0,0,14130.0,1,0,0,0,2014,5,4,18,89.0,36.93333333333333,0,1,0,0,1,0,0
473092,473092,3,6,4950,1,0,0,14130.0,1,0,0,0,2014,5,3,18,89.0,36.93333333333333,0,1,0,0,1,0,0
474207,474207,3,5,10994,1,1,0,14130.0,1,0,0,0,2014,5,2,18,89.0,36.93333333333333,0,1,0,0,1,0,0
475322,475322,3,4,0,0,1,0,14130.0,0,1,0,0,2014,5,1,18,89.0,36.93333333333333,0,1,0,0,1,0,0
476437,476437,3,3,10482,1,1,0,14130.0,1,0,0,0,2014,4,30,18,88.0,36.93333333333333,1,1,0,0,1,0,0
477552,477552,3,2,8455,1,1,0,14130.0,1,0,0,0,2014,4,29,18,88.0,36.93333333333333,1,1,0,0,1,0,0
478667,478667,3,1,9500,1,1,0,14130.0,1,0,0,0,2014,4,28,18,88.0,36.93333333333333,1,1,0,0,1,0,0
479782,479782,3,7,0,0,0,0,14130.0,1,0,0,0,2014,4,27,17,88.0,36.7,1,1,0,0,1,0,0
480897,480897,3,6,3906,1,0,0,14130.0,1,0,0,0,2014,4,26,17,88.0,36.7,1,1,0,0,1,0,0
482012,482012,3,5,5241,1,0,1,14130.0,1,0,0,0,2014,4,25,17,88.0,36.7,1,1,0,0,1,0,0
483127,483127,3,4,5389,1,0,1,14130.0,1,0,0,0,2014,4,24,17,88.0,36.7,1,1,0,0,1,0,0
484242,484242,3,3,5561,1,0,1,14130.0,1,0,0,0,2014,4,23,17,88.0,36.7,1,1,0,0,1,0,0
485357,485357,3,2,6172,1,0,1,14130.0,1,0,0,0,2014,4,22,17,88.0,36.7,1,1,0,0,1,0,0
486472,486472,3,1,0,0,0,1,14130.0,0,0,1,0,2014,4,21,17,88.0,36.7,1,1,0,0,1,0,0
487587,487587,3,7,0,0,0,0,14130.0,1,0,0,0,2014,4,20,16,88.0,36.46666666666667,1,1,0,0,1,0,0
488702,488702,3,6,5794,1,0,0,14130.0,1,0,0,0,2014,4,19,16,88.0,36.46666666666667,1,1,0,0,1,0,0
489817,489817,3,5,0,0,1,1,14130.0,0,0,1,0,2014,4,18,16,88.0,36.46666666666667,1,1,0,0,1,0,0
490932,490932,3,4,8309,1,1,1,14130.0,1,0,0,0,2014,4,17,16,88.0,36.46666666666667,1,1,0,0,1,0,0
492047,492047,3,3,9311,1,1,1,14130.0,0,0,0,0,2014,4,16,16,88.0,36.46666666666667,1,1,0,0,1,0,0
493162,493162,3,2,10021,1,1,1,14130.0,0,0,0,0,2014,4,15,16,88.0,36.46666666666667,1,1,0,0,1,0,0
494277,494277,3,1,10103,1,1,1,14130.0,0,0,0,0,2014,4,14,16,88.0,36.46666666666667,1,1,0,0,1,0,0
495392,495392,3,7,0,0,0,0,14130.0,0,0,0,0,2014,4,13,15,88.0,36.23333333333333,1,1,0,0,1,0,0
496507,496507,3,6,3795,1,0,0,14130.0,0,0,0,0,2014,4,12,15,88.0,36.23333333333333,1,1,0,0,1,0,0
497622,497622,3,5,6169,1,0,0,14130.0,0,0,0,0,2014,4,11,15,88.0,36.23333333333333,1,1,0,0,1,0,0
498737,498737,3,4,5683,1,0,0,14130.0,0,0,0,0,2014,4,10,15,88.0,36.23333333333333,1,1,0,0,1,0,0
499852,499852,3,3,5389,1,0,0,14130.0,0,0,0,0,2014,4,9,15,88.0,36.23333333333333,1,1,0,0,1,0,0
500967,500967,3,2,5218,1,0,0,14130.0,0,0,0,0,2014,4,8,15,88.0,36.23333333333333,1,1,0,0,1,0,0
502082,502082,3,1,5121,1,0,0,14130.0,0,0,0,0,2014,4,7,15,88.0,36.23333333333333,1,1,0,0,1,0,0
503197,503197,3,7,0,0,0,0,14130.0,0,0,0,0,2014,4,6,14,88.0,36.0,1,1,0,0,1,0,0
504312,504312,3,6,3904,1,0,0,14130.0,0,0,0,0,2014,4,5,14,88.0,36.0,1,1,0,0,1,0,0
505427,505427,3,5,7562,1,1,0,14130.0,0,0,0,0,2014,4,4,14,88.0,36.0,1,1,0,0,1,0,0
506542,506542,3,4,7477,1,1,0,14130.0,0,0,0,0,2014,4,3,14,88.0,36.0,1,1,0,0,1,0,0
507657,507657,3,3,7481,1,1,0,14130.0,0,0,0,0,2014,4,2,14,88.0,36.0,1,1,0,0,1,0,0
